LI Code,LI Batch,Library barcode,Sample,EX Sample,Library replicate,Coordinates,Purpose,Input volume,Input DNA (ng),EX concentration (ng/ul),Adaptor nM,Required PCR cycles,Adaptor dimers,Notes,Indexed libraries,Number of indexed libraries,Sequencing datasets,Autonumber,Autonumber2,IN (Indexing),EX (Extraction),QPCR QC,Sampling date,Latitude reduced,Longitude reduced,Country,Biome,Environment,Type,Species,Taxid,Common name,Development,Length (mm),Weight (g),Sex,Specimen,Number of sequencing datasets,Total data (GB),Host data (GB),Metagenomic data (GB),number_bins,BioProject,SE Batch,Sample Batch,IN Code (from IN (Indexing)),ENA Sample accession,IN batch (from IN (Indexing)),collaborator,geographic location (region and locality),Sample Batch 2,QualityControlGroup,QC - Library qPCR based,Indexed,Sequenced,Order,PCR group
ABW29E1L1,LIB0046,LV1053382097,ABW29,ABW29E1,L1,P126_4H,genome,24.0,141.4,5.89,20,4,0,0,ABW29E1L1I1,1,EHI01033,1575,01575,ABW29E1L1I1,,,20/10/2021,52.453,13.696,Germany,1000197 - Broadleaf forest,"rural forest, many oaks, single conifers",Tissue,Sciurus vulgaris,55149,Eurasian red squirrel,Adult,56.00,400.00,Male,SD01173,1,6.60,6.174,0.00,0,ERP142116,SEB008,,ABW29E1L1I1,,INB0039,"Sinah Drenske, Stephanie Kramer",Berlin,,Group3,Pass,1,1,Rodentia,7
ABW33E1L1,LIB0046,LV1053382104,ABW33,ABW33E1,L1,P126_5A,genome,24.0,75.6,3.15,20,5,0,0,ABW33E1L1I1,1,EHI00990,1576,01576,ABW33E1L1I1,,,29/10/2021,52.488,13.470,Germany,1000197 - Broadleaf forest,"urban park with lawns and several broadleaf trees, partly standing together in groups, small woods",Tissue,Sciurus vulgaris,55149,Eurasian red squirrel,Juvenile,53.00,365.00,Male,SD01174,1,6.42,6.071,0.00,0,ERP142116,SEB008,,ABW33E1L1I1,,INB0039,"Sinah Drenske, Stephanie Kramer",Berlin,,Group5,Pass,1,1,Rodentia,7
ABW35E1L1,LIB0046,LV1053381531,ABW35,ABW35E1,L1,P126_5B,genome,24.0,85.9,3.58,20,24,1,0,ABW35E1L1I1,1,EHI00860,1577,01577,ABW35E1L1I1,,,29/10/2021,52.488,13.470,Germany,1000197 - Broadleaf forest,"urban park with lawns and several broadleaf trees, partly standing together in groups, small woods",Tissue,Sciurus vulgaris,55149,Eurasian red squirrel,Juvenile,58.00,385.00,Female,SD01176,1,0.18,0.154,0.00,0,ERP142116,SEB008,,ABW35E1L1I1,,INB0039,"Sinah Drenske, Stephanie Kramer",Berlin,,Group5,Fail,1,1,Rodentia,20
ABW38E1L1,LIB0046,LV1053381484,ABW38,ABW38E1,L1,P126_5C,genome,24.0,97.2,4.05,20,7,0,0,ABW38E1L1I1,1,EHI00887,1578,01578,ABW38E1L1I1,,,29/10/2021,52.488,13.470,Germany,1000197 - Broadleaf forest,"urban park with lawns and several broadleaf trees, partly standing together in groups, small woods",Tissue,Sciurus vulgaris,55149,Eurasian red squirrel,Juvenile,59.00,405.00,Female,SD01178,1,4.30,4.018,0.00,0,ERP142116,SEB008,,ABW38E1L1I1,,INB0039,"Sinah Drenske, Stephanie Kramer",Berlin,,Group5,Pass,1,1,Rodentia,7
ABW40E1L1,LIB0046,LV1053383089,ABW40,ABW40E1,L1,P126_5D,genome,24.0,95.5,3.98,20,7,0,0,ABW40E1L1I1,1,EHI00922,1579,01579,ABW40E1L1I1,,,30/10/2021,52.488,13.470,Germany,1000197 - Broadleaf forest,"urban park with lawns and several broadleaf trees, partly standing together in groups, small woods",Tissue,Sciurus vulgaris,55149,Eurasian red squirrel,Adult,54.00,450.00,Male,SD01179,1,4.33,4.051,0.00,0,ERP142116,SEB008,,ABW40E1L1I1,,INB0039,"Sinah Drenske, Stephanie Kramer",Berlin,,Group5,Pass,1,1,Rodentia,7
ABW45E1L1,LIB0046,LV1053383028,ABW45,ABW45E1,L1,P126_5E,genome,24.0,166.8,6.95,20,3,0,0,ABW45E1L1I1,1,EHI01038,1580,01580,ABW45E1L1I1,,,29/10/2021,52.488,13.470,Germany,1000197 - Broadleaf forest,"urban park with lawns and several broadleaf trees, partly standing together in groups, small woods",Tissue,Sciurus vulgaris,55149,Eurasian red squirrel,Juvenile,58.00,360.00,Female,SD01177,1,6.64,6.256,0.00,0,ERP142116,SEB008,,ABW45E1L1I1,,INB0039,"Sinah Drenske, Stephanie Kramer",Berlin,,Group2,Pass,1,1,Rodentia,7
ABZ25E1L1,LIB0046,LV1053382121,ABZ25,ABZ25E1,L1,P126_5F,genome,2.9,200.0,69.00,20,3,0,qPCR overamplified,ABZ25E1L1I1,1,EHI01041,1581,01581,ABZ25E1L1I1,,,9/4/2022,51.075,-114.135,Canada,1000248 - Dense settlement,University Campus,Tissue,Sciurus carolinensis,30640,Eastern grey squirrel,Adult,70.00,650.00,Male,SD01870,1,6.87,6.380,0.00,0,PRJEB51867,SEB008,,ABZ25E1L1I1,,INB0039,Mason Stothart,Calgary,,Group1,Pass,1,1,Rodentia,7
ABZ28E1L1,LIB0046,LV1053381464,ABZ28,ABZ28E1,L1,P126_5G,genome,2.8,200.0,70.80,20,5,0,0,ABZ28E1L1I1,1,EHI00960,1582,01582,ABZ28E1L1I1,,,9/4/2022,51.075,-114.135,Canada,1000248 - Dense settlement,University Campus,Tissue,Sciurus carolinensis,30640,Eastern grey squirrel,Adult,66.00,605.00,Male,SD01872,1,4.28,3.879,0.00,0,PRJEB51867,SEB008,,ABZ28E1L1I1,,INB0039,Mason Stothart,Calgary,,Group1,Pass,1,1,Rodentia,7
ABZ31E1L1,LIB0046,LV1053381471,ABZ31,ABZ31E1,L1,P126_5H,genome,2.4,200.0,85.00,20,5,0,0,ABZ31E1L1I1,1,EHI01012,1583,01583,ABZ31E1L1I1,,,9/4/2022,51.075,-114.135,Canada,1000248 - Dense settlement,University Campus,Tissue,Sciurus carolinensis,30640,Eastern grey squirrel,Adult,65.00,620.00,Male,SD01871,1,4.98,4.590,0.00,0,PRJEB51867,SEB008,,ABZ31E1L1I1,,INB0039,Mason Stothart,Calgary,,Group1,Pass,1,1,Rodentia,7
ABZ35E1L1,LIB0046,LV1040374010,ABZ35,ABZ35E1,L1,P126_6A,genome,12.1,200.0,16.50,20,3,0,0,ABZ35E1L1I1,1,EHI01036,1584,01584,ABZ35E1L1I1,,,9/4/2022,51.075,-114.135,Canada,1000248 - Dense settlement,University Campus,Tissue,Sciurus carolinensis,30640,Eastern grey squirrel,Adult,65.00,625.00,Male,SD01868,1,7.45,6.328,0.00,0,PRJEB51867,SEB008,,ABZ35E1L1I1,,INB0039,Mason Stothart,Calgary,,Group1,Pass,1,1,Rodentia,7
ABZ38E1L1,LIB0046,LV1053381374,ABZ38,ABZ38E1,L1,P126_6B,genome,2.5,200.0,79.90,20,5,0,0,ABZ38E1L1I1,1,EHI01024,1585,01585,ABZ38E1L1I1,,,8/4/2022,51.070,-114.138,Canada,1000248 - Dense settlement,Residential neighbourhood,Tissue,Sciurus carolinensis,30640,Eastern grey squirrel,Adult,65.00,625.00,Male,SD01867,1,4.50,4.143,0.00,0,PRJEB51867,SEB008,,ABZ38E1L1I1,,INB0039,Mason Stothart,Calgary,,Group1,Pass,1,1,Rodentia,7
ADD84E1L1,LIB0046,LV1040374758,ADD84,ADD84E1,L1,P126_6C,genome,5.1,200.0,39.60,20,3,0,0,ADD84E1L1I1,1,EHI01042,1586,01586,ADD84E1L1I1,,,16/11/2021,41.099,-8.560,Portugal,1000248 - Dense settlement,34h extent park with an agricultural-forest landscape surrounded by dense urban area,Tissue,Sciurus vulgaris,55149,Eurasian red squirrel,Adult,,360.00,Female,SD01878,1,2.93,2.725,0.00,0,ERP142116,SEB008,,ADD84E1L1I1,,INB0040,Rita Gomes Rocha,Gaia,,Group1,Pass,1,1,Rodentia,7
ADD92E1L1,LIB0046,LV1053381768,ADD92,ADD92E1,L1,P126_6D,genome,4.1,200.0,49.10,20,5,0,0,ADD92E1L1I1,1,EHI01031,1587,01587,ADD92E1L1I1,,,21/11/2021,41.099,-8.560,Portugal,1000248 - Dense settlement,34h extent park with an agricultural-forest landscape surrounded by dense urban area,Tissue,Sciurus vulgaris,55149,Eurasian red squirrel,Adult,,380.00,Female,SD01881,1,3.89,3.590,0.00,0,ERP142116,SEB008,,ADD92E1L1I1,,INB0040,Rita Gomes Rocha,Gaia,,Group1,Pass,1,1,Rodentia,7
ADD96E1L1,LIB0046,LV1053381508,ADD96,ADD96E1,L1,P126_6E,genome,3.8,200.0,52.40,20,5,0,0,ADD96E1L1I1,1,EHI01014,1588,01588,ADD96E1L1I1,,,21/11/2021,41.099,-8.560,Portugal,1000248 - Dense settlement,34h extent park with an agricultural-forest landscape surrounded by dense urban area,Tissue,Sciurus vulgaris,55149,Eurasian red squirrel,Adult,,380.00,Male,SD01883,1,3.52,3.247,0.00,0,ERP142116,SEB008,,ADD96E1L1I1,,INB0040,Rita Gomes Rocha,Gaia,,Group1,Pass,1,1,Rodentia,7
ADE04E1L1,LIB0046,LV1053381500,ADE04,ADE04E1,L1,P126_6F,genome,9.2,200.0,21.70,20,4,0,0,ADE04E1L1I1,1,EHI01037,1589,01589,ADE04E1L1I1,,,7/2/2022,40.947,-8.646,Portugal,1000196 - Coniferous forest,~2100h extent area of planted forest managed for timber and resin; forest patches also covered with invasive sepcies (Acacia),Tissue,Sciurus vulgaris,55149,Eurasian red squirrel,Adult,,400.00,Male,SD01886,1,5.65,5.262,0.00,0,ERP142116,SEB008,,ADE04E1L1I1,,INB0040,Rita Gomes Rocha,Ovar,,Group1,Pass,1,1,Rodentia,7
ADE14E1L1,LIB0046,LV1040374894,ADE14,ADE14E1,L1,P126_6G,genome,6.6,200.0,30.20,20,5,0,0,ADE14E1L1I1,1,EHI01006,1590,01590,ADE14E1L1I1,,,5/4/2022,40.948,-8.647,Portugal,1000196 - Coniferous forest,~2100h extent area of planted forest managed for timber and resin; forest patches also covered with invasive sepcies (Acacia),Tissue,Sciurus vulgaris,55149,Eurasian red squirrel,Adult,,420.00,Female,SD01889,1,3.93,3.666,0.00,0,ERP142116,SEB008,,ADE14E1L1I1,,INB0040,Rita Gomes Rocha,Ovar,,Group1,Pass,1,1,Rodentia,7
ADU74E1L1,LIB0046,LV1053381841,ADU74,ADU74E1,L1,P126_6H,genome,5.7,200.0,35.10,20,5,0,0,,0,,1591,01591,,,,6/9/2021,45.689,8.657,Italy,1000221 - Temperate woodland,oak-hornbeam-chestnut forest,Tissue,Sciurus vulgaris,55149,Eurasian red squirrel,Nursing,,320.00,Female,SD01726,0,0.00,0.000,0.00,0,ERP142116,,,,,,Luc Wauters,Lombardy,,Group1,Pass,0,0,Rodentia,7
C1_EXB0047E1L1,LIB0046,LV1040374887,C1_EXB0047,C1_EXB0047E1,L1,P126_7A,unknown,24.0,0.0,0.00,2,21,3,0,,0,,1592,01592,,,,,,,,,,,,,,,,,,,0,0.00,0.000,0.00,0,,,,,,,,,,Group8,Fail,0,0,,20
AAN19E2L1,LIB0046,LV1040374885,AAN19,AAN19E2,L1,P125_11F,metagenome,13.4,200.0,14.90,20,7,0,0,AAN19E2L1I1,1,EHI00932,1593,01593,AAN19E2L1I1,,,5/10/2020,57.188,-3.682,United Kingdom,1000250 - Boreal forests,"Mosaic of semi-natural forest, plantations, felled areas and heath",Faecal,Myodes glareolus,447135,Bank vole ,Nursing,,24.00,Female,SD00135,1,2.79,0.033,2.61,18,,SEB008,,AAN19E2L1I1,,INB0039,Cristian Navarro,Scotland,,Group1,Pass,1,1,Rodentia,7
AAN22E2L1,LIB0046,LV1053380941,AAN22,AAN22E2,L1,P125_11G,metagenome,10.1,200.0,19.90,20,5,0,0,AAN22E2L1I1,1,EHI00969,1594,01594,AAN22E2L1I1,,,5/10/2020,57.188,-3.682,United Kingdom,1000250 - Boreal forests,"Mosaic of semi-natural forest, plantations, felled areas and heath",Faecal,Myodes glareolus,447135,Bank vole ,Unknown,,17.00,Male,SD00136,1,5.13,0.100,4.70,18,,SEB008,,AAN22E2L1I1,,INB0039,Cristian Navarro,Scotland,,Group1,Pass,1,1,Rodentia,7
AAN40E2L1,LIB0046,LV1040374746,AAN40,AAN40E2,L1,P125_11H,metagenome,15.2,200.0,13.20,20,7,0,0,AAN40E2L1I1,1,EHI00950,1595,01595,AAN40E2L1I1,,,5/10/2020,57.188,-3.682,United Kingdom,1000250 - Boreal forests,"Mosaic of semi-natural forest, plantations, felled areas and heath",Faecal,Microtus agrestis,29092,Field vole ,Adult,,20.00,Female,SD00142,1,2.93,0.039,2.69,17,,SEB008,,AAN40E2L1I1,,INB0039,Cristian Navarro,Scotland,,Group1,Pass,1,1,Rodentia,7
AAN43E2L1,LIB0046,LV1053381568,AAN43,AAN43E2,L1,P125_12A,metagenome,22.4,200.0,8.94,20,5,0,0,AAN43E2L1I1,1,EHI00967,1596,01596,AAN43E2L1I1,,,5/10/2020,57.188,-3.682,United Kingdom,1000250 - Boreal forests,"Mosaic of semi-natural forest, plantations, felled areas and heath",Faecal,Microtus agrestis,29092,Field vole ,Adult,,18.00,Male,SD00143,1,5.07,0.117,4.65,31,,SEB008,,AAN43E2L1I1,,INB0039,Cristian Navarro,Scotland,,Group1,Pass,1,1,Rodentia,7
AAN49E2L1,LIB0046,LV1040374925,AAN49,AAN49E2,L1,P125_12B,metagenome,18.3,200.0,10.90,20,5,0,0,AAN49E2L1I1,1,EHI01022,1597,01597,AAN49E2L1I1,,,5/10/2020,57.188,-3.682,United Kingdom,1000250 - Boreal forests,"Mosaic of semi-natural forest, plantations, felled areas and heath",Faecal,Apodemus sylvaticus,10129,Common field mouse,Adult,,17.00,Male,SD00145,1,5.32,1.348,3.69,0,,SEB008,,AAN49E2L1I1,,INB0039,Cristian Navarro,Scotland,,Group1,Pass,1,1,Rodentia,7
AAN52E2L1,LIB0046,LV1040374790,AAN52,AAN52E2,L1,P125_12C,metagenome,5.6,200.0,35.60,20,7,0,0,AAN52E2L1I1,1,EHI00970,1598,01598,AAN52E2L1I1,,,5/10/2020,57.188,-3.682,United Kingdom,1000250 - Boreal forests,"Mosaic of semi-natural forest, plantations, felled areas and heath",Faecal,Apodemus sylvaticus,10129,Common field mouse,Adult,,23.00,Male,SD00146,1,5.54,2.443,2.72,0,,SEB008,,AAN52E2L1I1,,INB0039,Cristian Navarro,Scotland,,Group1,Pass,1,1,Rodentia,7
AAN57E2L1,LIB0046,LV1053381462,AAN57,AAN57E2,L1,P125_12D,metagenome,8.0,200.0,24.90,20,7,0,0,AAN57E2L1I1,1,EHI00924,1599,01599,AAN57E2L1I1,,,5/10/2020,57.188,-3.682,United Kingdom,1000250 - Boreal forests,"Mosaic of semi-natural forest, plantations, felled areas and heath",Faecal,Apodemus sylvaticus,10129,Common field mouse,Adult,,21.00,Female,SD00148,1,3.83,0.003,3.63,0,,SEB008,,AAN57E2L1I1,,INB0039,Cristian Navarro,Scotland,,Group1,Pass,1,1,Rodentia,7
AAN59E2L1,LIB0046,LV1040374922,AAN59,AAN59E2,L1,P125_12E,metagenome,18.0,200.0,11.10,20,5,0,0,AAN59E2L1I1,1,EHI00977,1600,01600,AAN59E2L1I1,,,5/10/2020,57.044,-3.908,United Kingdom,1000250 - Boreal forests,"Mosaic of semi-natural forest, plantations, felled areas and heath",Faecal,Microtus agrestis,29092,Field vole ,Adult,,21.00,Female,SD00149,1,5.39,0.044,5.07,25,,SEB008,,AAN59E2L1I1,,INB0039,Cristian Navarro,Scotland,,Group1,Pass,1,1,Rodentia,7
AAN61E2L1,LIB0046,LV1053384023,AAN61,AAN61E2,L1,P125_12F,metagenome,11.0,200.0,18.20,20,5,0,Gel for this sample can be found in gels for LIB0047. ,AAN61E2L1I1,1,EHI01003,1601,01601,AAN61E2L1I1,,,5/10/2020,57.044,-3.908,United Kingdom,1000250 - Boreal forests,"Mosaic of semi-natural forest, plantations, felled areas and heath",Faecal,Apodemus sylvaticus,10129,Common field mouse,Adult,,16.00,Male,SD00150,1,6.39,0.325,5.71,0,,SEB008,,AAN61E2L1I1,,INB0039,Cristian Navarro,Scotland,,Group1,Pass,1,1,Rodentia,7
AAN63E2L1,LIB0046,LV1040374895,AAN63,AAN63E2,L1,P125_12G,metagenome,13.8,200.0,14.50,20,5,0,0,AAN63E2L1I1,1,EHI00987,1602,01602,AAN63E2L1I1,,,5/10/2020,57.044,-3.908,United Kingdom,1000250 - Boreal forests,"Mosaic of semi-natural forest, plantations, felled areas and heath",Faecal,Apodemus sylvaticus,10129,Common field mouse,Adult,,19.00,Male,SD00151,1,5.61,0.358,4.93,0,,SEB008,,AAN63E2L1I1,,INB0039,Cristian Navarro,Scotland,,Group1,Pass,1,1,Rodentia,7
C1_EXB0016E1L1,LIB0046,LV1053382055,C1_EXB0016,C1_EXB0016E1,L1,P125_12H,unknown,24.0,13.2,0.55,5,21,3,"Original lvl 200 almost empty. Added 22 ul water to 2 ul of this control before sonication. qPCR result looks like a normal clean control, so any dna in this contaminated control is probably diluted too much to sequence.",,0,,1603,01603,,,,,,,,,,,,,,,,,,,0,0.00,0.000,0.00,0,,,,,,,,,,Group8,Fail,0,0,,20
AA05E1L1,LIB0047,LV1053381756,AA05,AA05E1,L1,P133_1A,metagenome,24.0,53.5,2.23,20,8,0,0,AA05E1L1I1,1,EHI01039,1604,01604,AA05E1L1I1,,,29/3/2021,53.196,-4.186,United Kingdom,1000197 - Broadleaf forest,,Oral swab,Sciurus carolinensis,30640,Eastern grey squirrel,Adult,268.00,640.00,Male,SD02139,1,6.46,4.839,1.21,0,PRJEB51867,SEB008,,AA05E1L1I1,,INB0039,Craig Shuttleworth,Wales,,Group6,Pass,1,1,Rodentia,10
AA16E1L1,LIB0047,LV1053381432,AA16,AA16E1,L1,P133_1B,metagenome,24.0,189.6,7.90,20,6,0,0,AA16E1L1I1,1,EHI00964,1605,01605,AA16E1L1I1,,,26/3/2021,53.196,-4.186,United Kingdom,1000197 - Broadleaf forest,,Oral swab,Sciurus carolinensis,30640,Eastern grey squirrel,Adult,255.00,582.00,Male,SD02135,1,6.77,6.388,0.00,0,PRJEB51867,SEB008,,AA16E1L1I1,,INB0039,Craig Shuttleworth,Wales,,Group1,Pass,1,1,Rodentia,7
AA75E1L1,LIB0047,LV1053384039,AA75,AA75E1,L1,P133_1C,metagenome,24.0,2.2,0.09,5,13,0,0,AA75E1L1I1,1,EHI00873,1606,01606,AA75E1L1I1,,,4/3/2021,53.196,-4.186,United Kingdom,1000197 - Broadleaf forest,,Oral swab,Sciurus vulgaris,55149,Eurasian red squirrel,Pregnant,,325.00,Female,SD02117,1,6.48,2.698,3.17,0,ERP142116,SEB008,,AA75E1L1I1,,INB0039,Craig Shuttleworth,Wales,,Group8,Pass,1,1,Rodentia,13
AA84E1L1,LIB0047,LV1053382091,AA84,AA84E1,L1,P133_1D,metagenome,24.0,7.2,0.30,5,12,0,0,AA84E1L1I1,1,EHI00951,1607,01607,AA84E1L1I1,,,31/3/2021,53.196,-4.186,United Kingdom,1000197 - Broadleaf forest,,Oral swab,Sciurus carolinensis,30640,Eastern grey squirrel,Adult,248.00,590.00,Male,SD02143,1,7.68,4.476,2.72,0,PRJEB51867,SEB008,,AA84E1L1I1,,INB0039,Craig Shuttleworth,Wales,,Group8,Pass,1,1,Rodentia,13
AA87E1L1,LIB0047,LV1053381554,AA87,AA87E1,L1,P133_1E,metagenome,20.7,200.0,9.64,20,6,0,0,AA87E1L1I1,1,EHI00933,1608,01608,AA87E1L1I1,,,31/3/2021,53.196,-4.186,United Kingdom,1000197 - Broadleaf forest,,Oral swab,Sciurus carolinensis,30640,Eastern grey squirrel,Adult,263.00,565.00,Male,SD02142,1,4.48,4.232,0.00,0,PRJEB51867,SEB008,,AA87E1L1I1,,INB0039,Craig Shuttleworth,Wales,,Group1,Pass,1,1,Rodentia,7
AA90E1L1,LIB0047,LV1053381515,AA90,AA90E1,L1,P133_1F,metagenome,24.0,151.7,6.32,20,6,0,0,AA90E1L1I1,1,EHI00966,1609,01609,AA90E1L1I1,,,31/3/2021,53.196,-4.186,United Kingdom,1000197 - Broadleaf forest,,Oral swab,Sciurus carolinensis,30640,Eastern grey squirrel,Adult,253.00,545.00,Male,SD02141,1,6.24,5.863,0.00,0,PRJEB51867,SEB008,,AA90E1L1I1,,INB0039,Craig Shuttleworth,Wales,,Group2,Pass,1,1,Rodentia,7
AA91E1L1,LIB0047,LV1040374757,AA91,AA91E1,L1,P133_1G,metagenome,24.0,132.7,5.53,20,7,0,0,AA91E1L1I1,1,EHI00891,1610,01610,AA91E1L1I1,,,1/4/2021,53.196,-4.186,United Kingdom,1000197 - Broadleaf forest,,Oral swab,Sciurus carolinensis,30640,Eastern grey squirrel,Adult,243.00,430.00,Female,SD02146,1,5.12,4.839,0.00,0,PRJEB51867,SEB008,,AA91E1L1I1,,INB0039,Craig Shuttleworth,Wales,,Group3,Pass,1,1,Rodentia,7
AAL46E1L1,LIB0047,LV1053380975,AAL46,AAL46E1,L1,P133_1H,metagenome,24.0,8.2,0.34,5,11,0,0,AAL46E1L1I1,1,EHI01005,1611,01611,AAL46E1L1I1,,,18/6/2021,41.250,-75.890,United States,1000221 - Temperate woodland,City Park,Oral swab,Sciurus carolinensis,30640,Eastern grey squirrel,Adult,54.00,607.00,Female,SD01577,1,7.76,5.484,1.70,0,PRJEB51867,SEB008,,AAL46E1L1I1,,INB0039,"Shea Marino, Michael Steele",PA - Eastern,,Group8,Pass,1,1,Rodentia,13
AAL55E1L1,LIB0047,LV1053382103,AAL55,AAL55E1,L1,P133_2A,metagenome,24.0,11.7,0.49,10,10,0,0,AAL55E1L1I1,1,EHI00864,1612,01612,AAL55E1L1I1,,,18/6/2021,41.250,-75.890,United States,1000221 - Temperate woodland,City Park,Oral swab,Sciurus carolinensis,30640,Eastern grey squirrel,Adult,60.00,547.00,Male,SD01579,1,5.20,3.782,1.02,0,PRJEB51867,SEB008,,AAL55E1L1I1,,INB0039,"Shea Marino, Michael Steele",PA - Eastern,,Group8,Pass,1,1,Rodentia,10
AAM01E1L1,LIB0047,LV1040374561,AAM01,AAM01E1,L1,P133_2B,metagenome,24.0,33.6,1.40,10,8,0,0,AAM01E1L1I1,1,EHI00959,1613,01613,AAM01E1L1I1,,,18/6/2021,41.250,-75.890,United States,1000221 - Temperate woodland,City Park,Oral swab,Sciurus carolinensis,30640,Eastern grey squirrel,Adult,58.00,527.00,Female,SD01580,1,7.26,6.803,0.00,0,PRJEB51867,SEB008,,AAM01E1L1I1,,INB0039,"Shea Marino, Michael Steele",PA - Eastern,,Group7,Pass,1,1,Rodentia,10
AAM32E1L1,LIB0047,LV1040374875,AAM32,AAM32E1,L1,P133_2C,metagenome,24.0,18.5,0.77,10,7,0,0,AAM32E1L1I1,1,EHI00862,1614,01614,AAM32E1L1I1,,,8/7/2021,41.250,-75.890,United States,1000221 - Temperate woodland,City Park,Oral swab,Sciurus carolinensis,30640,Eastern grey squirrel,Adult,57.00,547.00,Male,SD01590,1,4.36,4.137,0.00,0,PRJEB51867,SEB008,,AAM32E1L1I1,,INB0039,"Shea Marino, Michael Steele",PA- Eastern,,Group8,Pass,1,1,Rodentia,7
AAM45E1L1,LIB0047,LV1053381526,AAM45,AAM45E1,L1,P133_2D,metagenome,24.0,22.4,0.93,10,10,0,0,AAM45E1L1I1,1,EHI00883,1615,01615,AAM45E1L1I1,,,9/7/2021,41.250,-75.890,United States,1000221 - Temperate woodland,City Park,Oral swab,Sciurus carolinensis,30640,Eastern grey squirrel,Adult,56.00,607.00,Male,SD01595,1,7.88,7.309,0.00,0,PRJEB51867,SEB008,,AAM45E1L1I1,,INB0039,"Shea Marino, Michael Steele",PA-Eastern,,Group8,Pass,1,1,Rodentia,10
AAM50E1L1,LIB0047,LV1040374899,AAM50,AAM50E1,L1,P133_2E,metagenome,24.0,13.7,0.57,10,10,0,0,AAM50E1L1I1,1,EHI00874,1616,01616,AAM50E1L1I1,,,8/7/2021,41.250,-75.890,United States,1000221 - Temperate woodland,City Park,Oral swab,Sciurus carolinensis,30640,Eastern grey squirrel,Adult,47.00,607.00,Female,SD01589,1,5.68,4.475,0.81,0,PRJEB51867,SEB008,,AAM50E1L1I1,,INB0039,"Shea Marino, Michael Steele",PA- Eastern,,Group8,Pass,1,1,Rodentia,10
AAN05E1L1,LIB0047,LV1040374759,AAN05,AAN05E1,L1,P133_2F,metagenome,24.0,68.9,2.87,20,7,0,0,AAN05E1L1I1,1,EHI00875,1617,01617,AAN05E1L1I1,,,7/7/2021,41.250,-75.890,United States,1000221 - Temperate woodland,City Park,Oral swab,Sciurus carolinensis,30640,Eastern grey squirrel,Adult,56.00,617.00,Male,SD01586,1,4.35,4.118,0.00,0,PRJEB51867,SEB008,,AAN05E1L1I1,,INB0039,"Shea Marino, Michael Steele",PA - Eastern,,Group6,Pass,1,1,Rodentia,7
AB01E1L1,LIB0047,LV1053383039,AB01,AB01E1,L1,P133_2G,metagenome,24.0,28.3,1.18,10,9,0,0,AB01E1L1I1,1,EHI00957,1618,01618,AB01E1L1I1,,,2/4/2021,53.196,-4.186,United Kingdom,1000197 - Broadleaf forest,,Oral swab,Sciurus vulgaris,55149,Eurasian red squirrel,Adult,,310.00,Male,SD02147,1,8.13,5.708,2.01,0,ERP142116,SEB008,,AB01E1L1I1,,INB0039,Craig Shuttleworth,Wales,,Group7,Pass,1,1,Rodentia,10
AB07E1L1,LIB0047,LV1053381695,AB07,AB07E1,L1,P133_2H,metagenome,24.0,104.6,4.36,20,8,0,0,AB07E1L1I1,1,EHI01032,1619,01619,AB07E1L1I1,,,4/4/2021,53.196,-4.186,United Kingdom,1000197 - Broadleaf forest,,Oral swab,Sciurus carolinensis,30640,Eastern grey squirrel,Adult,79.30,546.00,Male,SD02149,1,7.96,7.526,0.00,0,PRJEB51867,SEB008,,AB07E1L1I1,,INB0039,Craig Shuttleworth,Wales,,Group4,Pass,1,1,Rodentia,10
AB10E1L1,LIB0047,LV1040376770,AB10,AB10E1,L1,P133_3A,metagenome,24.0,191.8,7.99,20,6,0,0,AB10E1L1I1,1,EHI00992,1620,01620,AB10E1L1I1,,,4/4/2021,53.196,-4.186,United Kingdom,1000197 - Broadleaf forest,,Oral swab,Sciurus carolinensis,30640,Eastern grey squirrel,Adult,71.00,430.00,Female,SD02150,1,4.84,4.562,0.00,0,PRJEB51867,SEB008,,AB10E1L1I1,,INB0039,Craig Shuttleworth,Wales,,Group1,Pass,1,1,Rodentia,7
AB12E1L1,LIB0047,LV1053382075,AB12,AB12E1,L1,P133_3B,metagenome,24.0,25.7,1.07,10,6,0,0,AB12E1L1I1,1,EHI00888,1621,01621,AB12E1L1I1,,,5/4/2021,53.196,-4.186,United Kingdom,1000197 - Broadleaf forest,,Oral swab,Sciurus vulgaris,55149,Eurasian red squirrel,Adult,,270.00,Female,SD02151,1,5.75,1.228,4.20,0,ERP142116,SEB008,,AB12E1L1I1,,INB0039,Craig Shuttleworth,Wales,,Group7,Pass,1,1,Rodentia,7
ABF92E1L1,LIB0047,LV1053383474,ABF92,ABF92E1,L1,P133_3C,metagenome,24.0,55.2,2.30,20,6,0,0,ABF92E1L1I1,1,EHI00907,1622,01622,ABF92E1L1I1,,,4/3/2021,36.003,-78.941,United States,1000221 - Temperate woodland,small forest patch on Duke university campus,Oral swab,Sciurus carolinensis,30640,Eastern grey squirrel,Adult,60.00,570.00,Female,SD00683,1,5.13,4.837,0.00,0,PRJEB51867,SEB008,,ABF92E1L1I1,,INB0039,Rebecca Rimbach,"Durham, NC",,Group6,Pass,1,1,Rodentia,7
